"critic-picture src","display-name","display-name href","publication","publication href","review-text","original-score-and-url","full-url href","original-score-and-url 2"
"https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png","Jeremy Jahns","https://www.rottentomatoes.com/critics/jeremy-jahns","JeremyJahns.com","https://www.rottentomatoes.com/critics/source/2955","Prisoner of Azkaban baffled me and completely floored me...it shows that Harry Potter ages with people.","|","https://www.youtube.com/watch?v=_K-Q6CwU5pY","Jan 26, 2018"
"https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png","Antonia Quirke","https://www.rottentomatoes.com/critics/antonia-quirke","London Evening Standard","https://www.rottentomatoes.com/critics/source/446","This Potter is terse, swift, sad -- and welcome.","|","https://www.standard.co.uk/go/london/film/just-wild-about-harry-7380988.html","Dec 14, 2017"
"https://resizing.flixster.com/dq6T2mFBbRtIfMb1AwWAYh3Quvs=/fit-in/50x50/v2/http://resizing.flixster.com/OtmkAmXyf1pbtfZrNbi0Bhz5XJM=/38x54/v1.YzsxNzQ3O2o7MjAwNzA7MjA0ODszODs1NA","Kevin Carr","https://www.rottentomatoes.com/critics/kevin-carr","Fat Guys at the Movies","https://www.rottentomatoes.com/critics/source/2722","demonstrates how wishy-washy Columbus was in many of his decisions","| Original Score: 4.5/5
                
                |","http://www.fatguysatthemovies.com/harry-potter-and-the-prisoner-of-azkaban-movie-review/","Jan 17, 2016"
"https://resizing.flixster.com/x9NJMcJl4Wru5yaX1ha5hkvA1z4=/fit-in/50x50/v2/http://resizing.flixster.com/GcKfr9Qery4zefWJUVIp4AnsrFM=/128x128/v1.YzsyNTk5O2c7MjAwNzA7MjA0ODsxNTA7MTUw","Christopher Orr","https://www.rottentomatoes.com/critics/christopher-orr","The Atlantic","https://www.rottentomatoes.com/critics/source/24","Cuarón brought to the Potter franchise a quality curiously missing from the two previous films: magic.","|","http://www.theatlantic.com/entertainment/archive/2004/11/the-movie-review-harry-potter-and-the-prisoner-of-azkaban/69507/","Nov 16, 2014"
"https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png","Mark Kermode","https://www.rottentomatoes.com/critics/mark-kermode","New Statesman","https://www.rottentomatoes.com/critics/source/2433","OK, so the narrative may be a tad shaky, but what lends Azkaban its edge is the unabashedly creepy tone that Cuaron conjures.","|","http://www.newstatesman.com/node/148153","Nov 16, 2014"
"https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png","Matt Soergel","https://www.rottentomatoes.com/critics/matt-soergel","Florida Times-Union","https://www.rottentomatoes.com/critics/source/2266","Turning 13 suits our intrepid Hogwarts students just fine in Harry Potter and the Prisoner of Azkaban.","| Original Score: 3.5/4
                
                |","http://jacksonville.com/entertainment/matt-soergel/2004-06-04/story/movie-review-third-time-out-charm-young-wizards-harry","Nov 16, 2014"
"https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png","Christopher Borrelli","https://www.rottentomatoes.com/critics/christopher-borrelli","Toledo Blade","https://www.rottentomatoes.com/critics/source/2478","It's the most moving and inventive live action children's film in years (and therefore, just as magical for adults, if not more).","| Original Score: 4/5
                
                |","http://www.toledoblade.com/Movies/2004/06/04/Movie-review-Harry-Potter-and-the-Prisoner-of-Azkaban.html","Nov 16, 2014"
"https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png","Dan Webster","https://www.rottentomatoes.com/critics/dan-webster","Spokesman-Review (Washington)","https://www.rottentomatoes.com/critics/source/1064","You could call this one Harry Potter Grows Up. At the very least, the transition from Chris Columbus to Alfonso Cuaron has helped propel J.K. Rowling's hero from childhood into the difficult teen years.","| Original Score: 3.5/4
                
                |","http://www.spokesmanreview.com/sections/entertai/movies/movie.asp?ID=cap3775","Nov 16, 2014"
"https://resizing.flixster.com/muYUMtnTLEeVyO4p92PbKwHg_9c=/fit-in/50x50/v2/http://resizing.flixster.com/znUBlkNf6V-6Un6GMXO7em7nVyc=/128x128/v1.YzszODU2O2o7MjAwNzA7MjA0ODszMDA7MzAw","Tim Brayton","https://www.rottentomatoes.com/critics/tim-brayton","Antagony & Ecstasy","https://www.rottentomatoes.com/critics/source/1900","It's arguably the most fun Harry Potter film to watch: inventive, quick-moving, playful, beautiful.","| Original Score: 7/10
                
                |","http://antagonie.blogspot.com/2013/09/alfonso-cuaron-harry-potter-and.html","Sep 28, 2013"
"https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png","David Walker","https://www.rottentomatoes.com/critics/david-walker","Willamette Week","https://www.rottentomatoes.com/critics/source/2423","What makes Prisoner of Azkaban so successful is that, like the earlier films in the franchise, it actually adapts the book from which it takes its name.","|","http://www.wweek.com/portland/article-3268-the_passion_of_the_potter.html","Aug 3, 2013"
